243
7.29E-07	0.148	4.74
7.75E-07	0.143	5.09
8.27E-07	0.145	5.5
8.86E-07	0.163	5.95
9.54E-07	0.198	6.43
1.03E-06	0.226	6.99
1.13E-06	0.251	7.67
1.24E-06	0.329	8.49
1.27E-06	0.375	7.78
1.29E-06	0.383	7.92
1.31E-06	0.358	8.95
1.32E-06	0.392	8.06
1.35E-06	0.401	8.21
1.38E-06	0.411	8.37
1.38E-06	0.396	9.48
1.41E-06	0.421	8.37
1.44E-06	0.431	8.7
1.46E-06	0.446	10.1
1.48E-06	0.442	8.88
1.51E-06	0.455	9.08
1.55E-06	0.469	9.32
1.55E-06	0.514	10.8
1.59E-06	0.485	9.57
1.63E-06	0.501	9.84
1.65E-06	0.624	11.5
1.68E-06	0.519	10.1
1.72E-06	0.537	10.4
1.77E-06	0.557	10.7
1.77E-06	0.844	12.2
1.82E-06	0.578	11.1
1.88E-06	0.6	11.4
1.91E-06	0.873	13.3
1.94E-06	0.624	11.8
2.00E-06	0.65	12.2
2.07E-06	0.668	12.6
2.07E-06	1.064	14.4
2.14E-06	0.729	13
2.21E-06	0.774	13.5
2.30E-06	0.823	14
2.38E-06	0.878	14.5
2.48E-06	0.939	15.1
2.58E-06	1.007	15.7
2.70E-06	1.083	16.4
2.82E-06	1.168	17.1
2.95E-06	1.265	17.9
3.10E-06	1.387	18.8
3.26E-06	1.536	19.8
3.44E-06	1.71	20.9
3.65E-06	1.915	22.1
3.88E-06	2.16	23.5
4.13E-06	2.446	25.1
4.43E-06	2.786	26.9
4.77E-06	3.202	29
5.17E-06	3.732	31.3
5.64E-06	4.425	34
6.20E-06	5.355	37
6.53E-06	5.96	38.6
6.89E-06	6.67	40.4
7.29E-06	7.461	42.5
7.75E-06	8.376	44.8
8.27E-06	9.441	47.1
8.86E-06	10.69	49.4
9.54E-06	12.21	52.2
9.92E-06	13.11	53.7
